committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,cycle,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt,timestamp
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309439,21B,64387947,999182,ORG,ORGANIZATION,,,"WELLS FARGO BANK, N.A.",VA,,,,,ACCOUNT ANALYSIS FEE,,,2015-01-12 00:00:00,622.94,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4032120151240905827,MCLEAN,22101,OTHER,ACCOUNT ANALYSIS FEE,2016,SB,4032320151240923830,http://docquery.fec.gov/cgi-bin/fecimg/?15970309439,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309438,21B,63697637,999182,ORG,ORGANIZATION,,,CALIFORNIA SECRETARY OF STATE,CA,,,,,ANNUAL FILING FEE,,,2015-01-14 00:00:00,50.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4032120151240905827,SACRAMENTO,958121467,OTHER,ANNUAL FILING FEE,2016,SB,4032320151240923823,http://docquery.fec.gov/cgi-bin/fecimg/?15970309438,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309438,21B,63700672,999182,ORG,ORGANIZATION,,,UNITED STATES TREASURY,UT,,,,,ESTIMATED FEDERAL TAX,,,2015-01-15 00:00:00,93.44,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4032120151240905827,OGDEN,842010039,OTHER,ESTIMATED FEDERAL TAX,2016,SB,4032320151240923824,http://docquery.fec.gov/cgi-bin/fecimg/?15970309438,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309440,21B,64387960,999182,ORG,ORGANIZATION,,,BB&T BANK,VA,,,,,BANK SERVICE FEE,,,2015-01-21 00:00:00,4.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4032120151240905827,FAIRFAX,22030,OTHER,BANK SERVICE FEE,2016,SB,4032320151240923831,http://docquery.fec.gov/cgi-bin/fecimg/?15970309440,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309445,29,63899779,999182,PTY,POLITICAL PARTY COMMITTEE,,,NEW JERSEY ASSEMBLY REPUBLICAN VICTORY FUND,NJ,,,,,,,,2015-01-22 00:00:00,750.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4032120151240905827,COLONIA,07067,OTHER,,2016,SB,4032320151240923825,http://docquery.fec.gov/cgi-bin/fecimg/?15970309445,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309445,29,63899781,999182,PTY,POLITICAL PARTY COMMITTEE,,,NEW JERSEY ASSEMBLY REPUBLICAN VICTORY FUND,NJ,,,,,,,,2015-01-22 00:00:00,25.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4032120151240905827,COLONIA,07067,OTHER,,2016,SB,4032320151240923826,http://docquery.fec.gov/cgi-bin/fecimg/?15970309445,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309440,21B,64387961,999182,ORG,ORGANIZATION,,,AMERICAN EXPRESS COMPANY,AZ,,,,,CREDIT CARD FEES,,,2015-01-31 00:00:00,91.62,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4032120151240905827,PHOENIX,85072,OTHER,CREDIT CARD FEES,2016,SB,4032320151240923832,http://docquery.fec.gov/cgi-bin/fecimg/?15970309440,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309440,21B,64387962,999182,ORG,ORGANIZATION,,,"PAYMENTECH, INC.",NH,,,,,CREDIT CARD FEES,,,2015-01-31 00:00:00,936.02,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4032120151240905827,SALEM,03079,OTHER,CREDIT CARD FEES,2016,SB,4032320151240923833,http://docquery.fec.gov/cgi-bin/fecimg/?15970309440,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M2,15970309441,21B,64387963,999182,ORG,ORGANIZATION,,,PAYPAL,CA,,,,,CREDIT CARD FEES,,,2015-01-31 00:00:00,78.26,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4032120151240905827,SAN JOSE,95131,OTHER,CREDIT CARD FEES,2016,SB,4032320151240923834,http://docquery.fec.gov/cgi-bin/fecimg/?15970309441,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659806,29,63999048,1005361,COM,OTHER COMMITTEE,,,ALABAMIANS FOR LUTHER STRANGE,AL,,,,,DEBT RETIREMENT,,,2015-02-02 00:00:00,5000.00,,,,,"STRANGE, LUTHER",LUTHER,STRANGE,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,MONTGOMERY,36109,OTHER,DEBT RETIREMENT,2016,SB,4042220151242185267,http://docquery.fec.gov/cgi-bin/fecimg/?15970659806,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659806,29,64005124,1005361,COM,OTHER COMMITTEE,,,THE CHARLES JETER COMMITTEE,NC,,,,,"CHARLES JETER, STATE HOUSE 92ND NC",,,2015-02-02 00:00:00,250.00,,,,,"JETER, CHARLES NC REP.",CHARLES,JETER,,NC REP.,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,HUNTERSVILLE,28078,OTHER,"CHARLES JETER, STATE HOUSE 92ND NC",2016,SB,4042220151242185268,http://docquery.fec.gov/cgi-bin/fecimg/?15970659806,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659806,29,64005185,1005361,COM,OTHER COMMITTEE,,,FRIENDS OF TIM MOORE,NC,,,,,"TIM MOORE, STATE HOUSE 111TH NC",,,2015-02-02 00:00:00,1000.00,,,,,"MOORE, TIM NC REP.",TIM,MOORE,,NC REP.,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,KINGS MOUNTAIN,28086,OTHER,"TIM MOORE, STATE HOUSE 111TH NC",2016,SB,4042220151242185269,http://docquery.fec.gov/cgi-bin/fecimg/?15970659806,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659807,29,64005186,1005361,COM,OTHER COMMITTEE,,,PHIL BERGER COMMITTEE,NC,,,,,"PHILIP BERGER, STATE SENATE 26TH NC",,,2015-02-02 00:00:00,1000.00,,,,,"BERGER, PHILIP E",PHILIP,BERGER,E,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,EDEN,272891309,OTHER,"PHILIP BERGER, STATE SENATE 26TH NC",2016,SB,4042220151242185270,http://docquery.fec.gov/cgi-bin/fecimg/?15970659807,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659807,29,64005248,1005361,PTY,POLITICAL PARTY COMMITTEE,,,REPUBLICAN PARTY OF NEW MEXICO,NM,,,,,,,,2015-02-02 00:00:00,500.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,ALBUQUERQUE,87199,OTHER,,2016,SB,4042220151242185271,http://docquery.fec.gov/cgi-bin/fecimg/?15970659807,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659804,23,64005277,1005361,CCM,CAMPAIGN COMMITTEE,C00459461,C00459461,FRIENDS OF DENNIS ROSS,FL,FRIENDS OF DENNIS ROSS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2015-02-02 00:00:00,1000.00,H,HOUSE,12,H0FL12101,"ROSS, DENNIS",DENNIS,ROSS,,,,FL,FLORIDA,P2016,,PRIMARY,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,VENICE,34285,CONTRIBUTIONS,,2016,SB,4042220151242185272,http://docquery.fec.gov/cgi-bin/fecimg/?15970659804,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659804,23,64005278,1005361,CCM,CAMPAIGN COMMITTEE,C00441014,C00441014,ROB WITTMAN FOR CONGRESS,VA,ROB WITTMAN FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2015-02-02 00:00:00,1000.00,H,HOUSE,01,H8VA01147,"WITTMAN, ROBERT J. REP.",ROBERT,WITTMAN,J.,REP.,,VA,VIRGINIA ,P2016,,PRIMARY,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,MONTROSS,22520,CONTRIBUTIONS,,2016,SB,4042220151242185273,http://docquery.fec.gov/cgi-bin/fecimg/?15970659804,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659804,23,64005279,1005361,CCM,CAMPAIGN COMMITTEE,C00464297,C00464297,FRIENDS OF KELLY AYOTTE,NH,FRIENDS OF KELLY AYOTTE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,,,,2015-02-02 00:00:00,2500.00,S,SENATE,,S0NH00235,"AYOTTE, KELLY SEN.",KELLY,AYOTTE,,SEN.,,NH,NEW HAMPSHIRE,P2016,,PRIMARY,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,MANCHESTER,03105,CONTRIBUTIONS,,2016,SB,4042220151242185274,http://docquery.fec.gov/cgi-bin/fecimg/?15970659804,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659805,23,64005280,1005361,CCM,CAMPAIGN COMMITTEE,C00548271,C00548271,JENKINS FOR CONGRESS,WV,JENKINS FOR CONGRESS,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,DEBT RETIREMENT,,,2015-02-02 00:00:00,1000.00,H,HOUSE,03,H4WV03070,"JENKINS, EVAN HOLLINS REP.",EVAN,JENKINS,HOLLINS,REP.,,WV,WEST VIRGINIA,G2014,GENERAL DEBT 2014,GENERAL,2014,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,HUNTINGTON,25711,CONTRIBUTIONS,DEBT RETIREMENT,2016,SB,4042220151242185275,http://docquery.fec.gov/cgi-bin/fecimg/?15970659805,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659801,21B,64167119,1005361,ORG,ORGANIZATION,,,NATIONAL RIFLE ASSOCIATION OF AMERICA,VA,,,,,WEBSITE HOSTING / SERVICE FEE,,,2015-02-03 00:00:00,1500.00,,,,,,,,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,2016,F3X,4042120151242101878,FAIRFAX,22030,OTHER,WEBSITE HOSTING / SERVICE FEE,2016,SB,4042220151242185276,http://docquery.fec.gov/cgi-bin/fecimg/?15970659801,Other Federal Operating Expenditures,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659807,29,64178758,1005361,ORG,ORGANIZATION,,,PROLIST INC.,MD,JOSE MENENDEZ CAMPAIGN,,,,INDEPENDENT EXPENDITURE - POSTAGE,,,2015-02-06 00:00:00,1371.50,,,,,"MENENDEZ, JOSE",JOSE,MENENDEZ,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,004,Advertising Expenses ,,,,,,,2016,F3X,4042120151242101878,FREDERICK,217047539,ADMINISTRATIVE,INDEPENDENT EXPENDITURE - POSTAGE,2016,SB,4042220151242185277,http://docquery.fec.gov/cgi-bin/fecimg/?15970659807,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659808,29,64178760,1005361,ORG,ORGANIZATION,,,PROLIST INC.,MD,JOSE MENENDEZ CAMPAIGN,,,,INDEPENDENT EXPENDITURE - POSTCARDS,,,2015-02-06 00:00:00,841.80,,,,,"MENENDEZ, JOSE",JOSE,MENENDEZ,,,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,004,Advertising Expenses ,,,,,,,2016,F3X,4042120151242101878,FREDERICK,217047539,MATERIALS,INDEPENDENT EXPENDITURE - POSTCARDS,2016,SB,4042220151242185278,http://docquery.fec.gov/cgi-bin/fecimg/?15970659808,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659808,29,64182575,1005361,COM,OTHER COMMITTEE,,,FRIENDS OF JEANIE FORRESTER,NH,,,,,"JEANIE FORRESTER, STATE SENATE 2ND NH",,,2015-02-09 00:00:00,250.00,,,,,"FORRESTER, JEANIE NH SEN.",JEANIE,FORRESTER,,NH SEN.,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,MEREDITH,03253,OTHER,"JEANIE FORRESTER, STATE SENATE 2ND NH",2016,SB,4042220151242185279,http://docquery.fec.gov/cgi-bin/fecimg/?15970659808,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,2015,M3,15970659808,29,64182649,1005361,COM,OTHER COMMITTEE,,,JERRY LITTLE FOR STATE SENATE,NH,,,,,"GERALD LITTLE, STATE SENATE 8TH NH",,,2015-02-09 00:00:00,250.00,,,,,"LITTLE, GERALD NH SEN.",GERALD,LITTLE,,NH SEN.,,,,,,,,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-11-05 20:29:10.06032,,,,0.00,,,,011,Political Contributions,,,,,,,2016,F3X,4042120151242101878,WEARE,03281,OTHER,"GERALD LITTLE, STATE SENATE 8TH NH",2016,SB,4042220151242185280,http://docquery.fec.gov/cgi-bin/fecimg/?15970659808,Other Disbursements,,,,,,,2017-11-05 20:29:10.06032
